Entry(0): Poverty: 2.4, State: Utah, County: Morgan County, Income: 86071, Total Pop: 11014
Entry(287): Poverty: 8.4, State: Kansas, County: Lincoln County, Income: 48693, Total Pop: 3121
Entry(288): Poverty: 8.4, State: Massachusetts, County: Dukes County, Income: 67535, Total Pop: 17275
Entry(289): Poverty: 8.4, State: North Dakota, County: Ward County, Income: 64159, Total Pop: 69628
Entry(290): Poverty: 8.4, State: Wisconsin, County: Florence County, Income: 47827, Total Pop: 4354
Entry(291): Poverty: 8.5, State: Illinois, County: Lake County, Income: 82613, Total Pop: 704476
Entry(292): Poverty: 8.5, State: North Dakota, County: Burleigh County, Income: 67308, Total Pop: 92372
Entry(293): Poverty: 8.5, State: Maine, County: York County, Income: 62618, Total Pop: 201454
Entry(294): Poverty: 8.5, State: Kansas, County: Gray County, Income: 61220, Total Pop: 6004
Entry(295): Poverty: 8.5, State: Wisconsin, County: Fond du Lac County, Income: 57798, Total Pop: 102082
Entry(296): Poverty: 8.5, State: Mississippi, County: Rankin County, Income: 61605, Total Pop: 149645
Entry(297): Poverty: 8.5, State: Minnesota, County: Sibley County, Income: 60848, Total Pop: 14888
Entry(298): Poverty: 8.5, State: North Dakota, County: Bowman County, Income: 65435, Total Pop: 3226
Entry(299): Poverty: 8.5, State: Texas, County: Concho County, Income: 46696, Total Pop: 3858
Entry(300): Poverty: 8.6, State: North Dakota, County: Cavalier County, Income: 65505, Total Pop: 3817
Entry(301): Poverty: 8.6, State: North Dakota, County: Bottineau County, Income: 58767, Total Pop: 6651
Entry(302): Poverty: 8.6, State: New Hampshire, County: Hillsborough County, Income: 75777, Total Pop: 406371
Entry(303): Poverty: 8.6, State: Nebraska, County: Platte County, Income: 58679, Total Pop: 32875
Entry(304): Poverty: 8.6, State: California, County: Santa Clara County, Income: 106761, Total Pop: 1911226
Entry(305): Poverty: 8.6, State: Georgia, County: Columbia County, Income: 74162, Total Pop: 143723
Entry(306): Poverty: 8.6, State: Wisconsin, County: Outagamie County, Income: 61523, Total Pop: 183288
Entry(307): Poverty: 8.6, State: New Jersey, County: Middlesex County, Income: 83133, Total Pop: 837288
Entry(308): Poverty: 8.7, State: Louisiana, County: Cameron Parish, Income: 60194, Total Pop: 6806
Entry(309): Poverty: 8.7, State: Kansas, County: Rawlins County, Income: 50893, Total Pop: 2520
Entry(310): Poverty: 8.7, State: Iowa, County: Benton County, Income: 64061, Total Pop: 25646
Entry(311): Poverty: 8.7, State: Texas, County: Midland County, Income: 75815, Total Pop: 159883
Entry(312): Poverty: 8.7, State: Kansas, County: Kiowa County, Income: 48226, Total Pop: 2524
Entry(313): Poverty: 8.7, State: Iowa, County: Shelby County, Income: 55638, Total Pop: 11772
Entry(314): Poverty: 8.7, State: Kentucky, County: Spencer County, Income: 68916, Total Pop: 18012
Entry(315): Poverty: 8.7, State: Virginia, County: Gloucester County, Income: 63881, Total Pop: 37035
Entry(316): Poverty: 8.8, State: Virginia, County: Manassas city, Income: 77551, Total Pop: 41379
Entry(317): Poverty: 8.8, State: Pennsylvania, County: Adams County, Income: 62661, Total Pop: 101589
Entry(318): Poverty: 8.8, State: Washington, County: Snohomish County, Income: 78020, Total Pop: 771904
Entry(319): Poverty: 8.8, State: Texas, County: Hemphill County, Income: 68679, Total Pop: 4152
Entry(320): Poverty: 8.8, State: Minnesota, County: Le Sueur County, Income: 65500, Total Pop: 27810
Entry(321): Poverty: 8.8, State: Connecticut, County: Fairfield County, Income: 89773, Total Pop: 947328
Entry(322): Poverty: 8.8, State: Virginia, County: Augusta County, Income: 59544, Total Pop: 74390
Entry(323): Poverty: 8.8, State: Texas, County: Archer County, Income: 63192, Total Pop: 8793
Entry(324): Poverty: 8.8, State: South Dakota, County: Meade County, Income: 54286, Total Pop: 27066
Entry(325): Poverty: 8.8, State: Wisconsin, County: Dodge County, Income: 56038, Total Pop: 87833
Entry(326): Poverty: 8.9, State: Wisconsin, County: Green County, Income: 60609, Total Pop: 36869
Entry(327): Poverty: 8.9, State: Virginia, County: Rappahannock County, Income: 62541, Total Pop: 7359
Entry(328): Poverty: 8.9, State: Virginia, County: Bedford County, Income: 59405, Total Pop: 77319
Entry(329): Poverty: 8.9, State: Virginia, County: Culpeper County, Income: 69693, Total Pop: 49795
Entry(330): Poverty: 8.9, State: New York, County: Essex County, Income: 55294, Total Pop: 38233
Entry(331): Poverty: 8.9, State: Nebraska, County: Holt County, Income: 52050, Total Pop: 10293
Entry(332): Poverty: 8.9, State: South Dakota, County: Jerauld County, Income: 49882, Total Pop: 2034
Entry(333): Poverty: 8.9, State: Oklahoma, County: Kingfisher County, Income: 62829, Total Pop: 15510
Entry(334): Poverty: 8.9, State: Ohio, County: Shelby County, Income: 57673, Total Pop: 48902
Entry(335): Poverty: 8.9, State: North Dakota, County: McLean County, Income: 63926, Total Pop: 9607
Entry(336): Poverty: 8.9, State: North Carolina, County: Dare County, Income: 55640, Total Pop: 35412
Entry(337): Poverty: 8.9, State: Nebraska, County: Banner County, Income: 55000, Total Pop: 728
Entry(338): Poverty: 8.9, State: Kansas, County: Logan County, Income: 49926, Total Pop: 2790
Entry(339): Poverty: 8.9, State: Iowa, County: Chickasaw County, Income: 50688, Total Pop: 12140
Entry(340): Poverty: 8.9, State: Illinois, County: Putnam County, Income: 64741, Total Pop: 5771
Entry(341): Poverty: 8.9, State: Virginia, County: Salem city, Income: 53990, Total Pop: 25521
Entry(342): Poverty: 8.9, State: Nebraska, County: Loup County, Income: 58625, Total Pop: 537
Entry(343): Poverty: 8.9, State: Missouri, County: Clay County, Income: 65675, Total Pop: 236068
Entry(344): Poverty: 8.9, State: Minnesota, County: Houston County, Income: 56837, Total Pop: 18709
Entry(345): Poverty: 8.9, State: Kansas, County: Marshall County, Income: 50420, Total Pop: 9859
Entry(346): Poverty: 8.9, State: Kansas, County: Clark County, Income: 46094, Total Pop: 2089
Entry(347): Poverty: 8.9, State: Kansas, County: Ness County, Income: 48412, Total Pop: 3001
Entry(348): Poverty: 8.9, State: Virginia, County: Orange County, Income: 67196, Total Pop: 35265
Entry(349): Poverty: 9.0, State: North Carolina, County: Camden County, Income: 68327, Total Pop: 10336
Entry(350): Poverty: 9.0, State: Nebraska, County: Cherry County, Income: 53226, Total Pop: 5792
Entry(351): Poverty: 9.0, State: Missouri, County: Andrew County, Income: 56658, Total Pop: 17358
Entry(352): Poverty: 9.0, State: Kansas, County: Leavenworth County, Income: 70022, Total Pop: 79359
Entry(353): Poverty: 9.0, State: Kansas, County: Gove County, Income: 50817, Total Pop: 2632
Entry(354): Poverty: 9.0, State: Wisconsin, County: Trempealeau County, Income: 54009, Total Pop: 29510
Entry(355): Poverty: 9.0, State: Rhode Island, County: Newport County, Income: 75463, Total Pop: 83204
Entry(356): Poverty: 9.0, State: Ohio, County: Auglaize County, Income: 59516, Total Pop: 45778
Entry(357): Poverty: 9.0, State: Michigan, County: Oakland County, Income: 73369, Total Pop: 1241860
Entry(358): Poverty: 9.0, State: Indiana, County: Jasper County, Income: 56574, Total Pop: 33448
Entry(359): Poverty: 9.0, State: Illinois, County: Clinton County, Income: 64543, Total Pop: 37640
Entry(360): Poverty: 9.0, State: Ohio, County: Henry County, Income: 58070, Total Pop: 27463
Entry(361): Poverty: 9.0, State: North Dakota, County: Williams County, Income: 89874, Total Pop: 32916
Entry(362): Poverty: 9.0, State: Wisconsin, County: Iowa County, Income: 60017, Total Pop: 23576
Entry(363): Poverty: 9.0, State: Nebraska, County: Saunders County, Income: 65015, Total Pop: 20953
Entry(364): Poverty: 9.0, State: Nebraska, County: Hayes County, Income: 44946, Total Pop: 957
Entry(365): Poverty: 9.0, State: Oregon, County: Clackamas County, Income: 72408, Total Pop: 399962
Entry(366): Poverty: 9.0, State: Wisconsin, County: Oneida County, Income: 52945, Total Pop: 35352
Entry(367): Poverty: 9.1, State: Wisconsin, County: Oconto County, Income: 55762, Total Pop: 37465
Entry(368): Poverty: 9.1, State: New Hampshire, County: Belknap County, Income: 65834, Total Pop: 60383
Entry(369): Poverty: 9.1, State: Iowa, County: Hancock County, Income: 57840, Total Pop: 10971
Entry(370): Poverty: 9.1, State: Hawaii, County: Kauai County, Income: 72330, Total Pop: 71093
Entry(371): Poverty: 9.1, State: Florida, County: St. Johns County, Income: 73640, Total Pop: 226578
Entry(372): Poverty: 9.1, State: Nevada, County: Humboldt County, Income: 69324, Total Pop: 17088
Entry(373): Poverty: 9.1, State: Minnesota, County: Olmsted County, Income: 72337, Total Pop: 151685
Entry(374): Poverty: 9.1, State: Iowa, County: Plymouth County, Income: 61316, Total Pop: 25027
Entry(375): Poverty: 9.1, State: Iowa, County: Mills County, Income: 67949, Total Pop: 14933
Entry(376): Poverty: 9.1, State: Iowa, County: Jasper County, Income: 56363, Total Pop: 36789
Entry(377): Poverty: 9.1, State: Texas, County: Fayette County, Income: 56941, Total Pop: 24963
Entry(378): Poverty: 9.1, State: Nebraska, County: Gage County, Income: 52223, Total Pop: 21632
Entry(379): Poverty: 9.1, State: Hawaii, County: Honolulu County, Income: 80078, Total Pop: 990060
Entry(380): Poverty: 9.1, State: North Carolina, County: Currituck County, Income: 65758, Total Pop: 25247
Entry(381): Poverty: 9.1, State: New York, County: Dutchess County, Income: 75585, Total Pop: 295685
Entry(382): Poverty: 9.1, State: Iowa, County: Jones County, Income: 58391, Total Pop: 20468
Entry(383): Poverty: 9.1, State: Indiana, County: LaGrange County, Income: 58336, Total Pop: 38720
Entry(384): Poverty: 9.1, State: Iowa, County: Washington County, Income: 59157, Total Pop: 22095
Entry(385): Poverty: 9.1, State: Maryland, County: Baltimore County, Income: 71810, Total Pop: 828637
Entry(386): Poverty: 9.2, State: Utah, County: Wayne County, Income: 42444, Total Pop: 2700
Entry(387): Poverty: 9.2, State: Minnesota, County: Waseca County, Income: 55189, Total Pop: 18898
Entry(388): Poverty: 9.2, State: Florida, County: Sumter County, Income: 54771, Total Pop: 116754
Entry(389): Poverty: 9.2, State: Alaska, County: Sitka City and Borough, Income: 70765, Total Pop: 8810
Entry(390): Poverty: 9.2, State: Texas, County: Comal County, Income: 73655, Total Pop: 129100
Entry(391): Poverty: 9.2, State: Nebraska, County: Seward County, Income: 63095, Total Pop: 17045
Entry(392): Poverty: 9.2, State: Illinois, County: Logan County, Income: 58271, Total Pop: 29488
Entry(393): Poverty: 9.2, State: Wisconsin, County: Kewaunee County, Income: 60320, Total Pop: 20378
Entry(394): Poverty: 9.2, State: Tennessee, County: Wilson County, Income: 66123, Total Pop: 128874
Entry(395): Poverty: 9.2, State: Wisconsin, County: Lincoln County, Income: 54203, Total Pop: 27994
Entry(396): Poverty: 9.2, State: Texas, County: Parker County, Income: 70608, Total Pop: 125963
Entry(397): Poverty: 9.2, State: Pennsylvania, County: Northampton County, Income: 65390, Total Pop: 300941
Entry(398): Poverty: 9.2, State: Minnesota, County: Roseau County, Income: 56273, Total Pop: 15537
Entry(399): Poverty: 9.2, State: Iowa, County: Delaware County, Income: 60534, Total Pop: 17326
Entry(400): Poverty: 9.2, State: New Hampshire, County: Carroll County, Income: 58139, Total Pop: 47524
Entry(401): Poverty: 9.2, State: North Dakota, County: Adams County, Income: 54700, Total Pop: 2368
Entry(402): Poverty: 9.3, State: South Dakota, County: McCook County, Income: 60808, Total Pop: 5515
Entry(403): Poverty: 9.3, State: Virginia, County: Bath County, Income: 44483, Total Pop: 4458
Entry(404): Poverty: 9.3, State: Michigan, County: Barry County, Income: 57312, Total Pop: 59607
Entry(405): Poverty: 9.3, State: Maryland, County: Prince George's County, Income: 78607, Total Pop: 905161
Entry(406): Poverty: 9.3, State: Indiana, County: Noble County, Income: 52393, Total Pop: 47421
Entry(407): Poverty: 9.3, State: Colorado, County: Morgan County, Income: 51456, Total Pop: 28123
Entry(408): Poverty: 9.3, State: Virginia, County: Craig County, Income: 53526, Total Pop: 5131
Entry(409): Poverty: 9.3, State: West Virginia, County: Putnam County, Income: 59113, Total Pop: 56644
Entry(410): Poverty: 9.3, State: Minnesota, County: Lake County, Income: 56078, Total Pop: 10578
Entry(411): Poverty: 9.3, State: Iowa, County: Marion County, Income: 57917, Total Pop: 33127
Entry(412): Poverty: 9.3, State: Alaska, County: Kodiak Island Borough, Income: 74167, Total Pop: 13773
Entry(413): Poverty: 9.3, State: Kansas, County: Hamilton County, Income: 48160, Total Pop: 2621
Entry(414): Poverty: 9.3, State: Minnesota, County: Lac qui Parle County, Income: 50195, Total Pop: 6840
Entry(415): Poverty: 9.3, State: North Dakota, County: Hettinger County, Income: 56118, Total Pop: 2601
Entry(416): Poverty: 9.3, State: Wyoming, County: Lincoln County, Income: 63756, Total Pop: 18791
Entry(417): Poverty: 9.4, State: North Carolina, County: Union County, Income: 70858, Total Pop: 222095
Entry(418): Poverty: 9.4, State: Minnesota, County: Otter Tail County, Income: 55181, Total Pop: 57790
Entry(419): Poverty: 9.4, State: Maryland, County: Cecil County, Income: 70516, Total Pop: 102416
Entry(420): Poverty: 9.4, State: Iowa, County: Sac County, Income: 53254, Total Pop: 9936
Entry(421): Poverty: 9.4, State: Georgia, County: Cherokee County, Income: 75477, Total Pop: 235896
Entry(422): Poverty: 9.4, State: Virginia, County: Greene County, Income: 62952, Total Pop: 19213
Entry(423): Poverty: 9.4, State: New Hampshire, County: Sullivan County, Income: 59419, Total Pop: 43073
Entry(424): Poverty: 9.4, State: Nebraska, County: Kearney County, Income: 53207, Total Pop: 6547
Entry(425): Poverty: 9.4, State: Iowa, County: Hamilton County, Income: 55836, Total Pop: 15201
Entry(426): Poverty: 9.4, State: Pennsylvania, County: Elk County, Income: 49876, Total Pop: 30781
Entry(427): Poverty: 9.4, State: New York, County: Westchester County, Income: 89968, Total Pop: 975321
Entry(428): Poverty: 9.4, State: Indiana, County: Johnson County, Income: 65272, Total Pop: 149359
Entry(429): Poverty: 9.4, State: Wyoming, County: Campbell County, Income: 80178, Total Pop: 48116
Entry(430): Poverty: 9.4, State: Oklahoma, County: Rogers County, Income: 61320, Total Pop: 90098
Entry(431): Poverty: 9.4, State: North Dakota, County: Golden Valley County, Income: 44018, Total Pop: 1892
Entry(432): Poverty: 9.4, State: Minnesota, County: Red Lake County, Income: 52500, Total Pop: 4017
Entry(433): Poverty: 9.4, State: Kansas, County: Clay County, Income: 55434, Total Pop: 8203
Entry(434): Poverty: 9.4, State: Iowa, County: Boone County, Income: 57906, Total Pop: 26381
Entry(435): Poverty: 9.4, State: Indiana, County: Tipton County, Income: 53931, Total Pop: 15290
Entry(436): Poverty: 9.4, State: Illinois, County: Jersey County, Income: 56320, Total Pop: 22215
Entry(437): Poverty: 9.4, State: Illinois, County: Grundy County, Income: 71598, Total Pop: 50333
Entry(438): Poverty: 9.4, State: Idaho, County: Caribou County, Income: 58750, Total Pop: 6862
Entry(439): Poverty: 9.4, State: Iowa, County: Butler County, Income: 53937, Total Pop: 14822
Entry(440): Poverty: 9.4, State: Nebraska, County: Morrill County, Income: 44201, Total Pop: 4903
Entry(441): Poverty: 9.5, State: South Dakota, County: Kingsbury County, Income: 58794, Total Pop: 5000
Entry(442): Poverty: 9.5, State: Oklahoma, County: McClain County, Income: 62081, Total Pop: 37919
Entry(443): Poverty: 9.5, State: Iowa, County: Adair County, Income: 49477, Total Pop: 7192
Entry(444): Poverty: 9.5, State: Indiana, County: Whitley County, Income: 57041, Total Pop: 33481
Entry(445): Poverty: 9.5, State: Washington, County: Island County, Income: 61516, Total Pop: 80323
Entry(446): Poverty: 9.5, State: New Hampshire, County: Strafford County, Income: 67805, Total Pop: 126552
Entry(447): Poverty: 9.5, State: Nebraska, County: Stanton County, Income: 57534, Total Pop: 6020
Entry(448): Poverty: 9.5, State: Indiana, County: Warren County, Income: 58950, Total Pop: 8269
Entry(449): Poverty: 9.5, State: Virginia, County: Westmoreland County, Income: 55688, Total Pop: 17596
Entry(450): Poverty: 9.5, State: Missouri, County: Cass County, Income: 65352, Total Pop: 101888
Entry(451): Poverty: 9.5, State: Indiana, County: Posey County, Income: 60992, Total Pop: 25599
Entry(452): Poverty: 9.5, State: Idaho, County: Jefferson County, Income: 58055, Total Pop: 27410
Entry(453): Poverty: 9.5, State: Iowa, County: Linn County, Income: 62702, Total Pop: 220008
Entry(454): Poverty: 9.5, State: Michigan, County: Ottawa County, Income: 63962, Total Pop: 280243
