Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(281): Income 33563, State: Oregon, County: Wheeler County, Total Pop: 1415, Poverty: 20.6
Entry(282): Income 33573, State: North Carolina, County: Halifax County, Total Pop: 52300, Poverty: 26.8
Entry(283): Income 33579, State: Mississippi, County: Chickasaw County, Total Pop: 17305, Poverty: 22.9
Entry(284): Income 33601, State: Mississippi, County: Scott County, Total Pop: 28399, Poverty: 27.8
Entry(285): Income 33607, State: North Carolina, County: Richmond County, Total Pop: 45447, Poverty: 26.1
Entry(286): Income 33619, State: Florida, County: Putnam County, Total Pop: 72435, Poverty: 27.6
Entry(287): Income 33620, State: Idaho, County: Madison County, Total Pop: 38241, Poverty: 31.8
Entry(288): Income 33672, State: Virginia, County: Buena Vista city, Total Pop: 6495, Poverty: 20.8
Entry(289): Income 33702, State: Tennessee, County: Benton County, Total Pop: 16154, Poverty: 22.3
Entry(290): Income 33715, State: Kentucky, County: Wayne County, Total Pop: 20692, Poverty: 23.2
Entry(291): Income 33815, State: Mississippi, County: Attala County, Total Pop: 18731, Poverty: 22.6
Entry(292): Income 33827, State: Alabama, County: Clarke County, Total Pop: 24625, Poverty: 25.3
Entry(293): Income 33846, State: Missouri, County: New Madrid County, Total Pop: 18030, Poverty: 24.1
Entry(294): Income 33849, State: Missouri, County: Ripley County, Total Pop: 13807, Poverty: 23.4
Entry(295): Income 33870, State: Arkansas, County: Polk County, Total Pop: 20212, Poverty: 26.6
Entry(296): Income 33921, State: South Carolina, County: Marlboro County, Total Pop: 27505, Poverty: 26.6
Entry(297): Income 33933, State: Tennessee, County: Jackson County, Total Pop: 11573, Poverty: 22.3
Entry(298): Income 33939, State: Virginia, County: Petersburg city, Total Pop: 32037, Poverty: 27.6
Entry(299): Income 33999, State: Georgia, County: Seminole County, Total Pop: 8549, Poverty: 25.5
Entry(300): Income 34008, State: New Mexico, County: Socorro County, Total Pop: 17098, Poverty: 26.6
Entry(301): Income 34035, State: South Carolina, County: Barnwell County, Total Pop: 21788, Poverty: 27.0
Entry(302): Income 34060, State: Puerto Rico, County: Guaynabo Municipio, Total Pop: 90773, Poverty: 26.9
Entry(303): Income 34077, State: Louisiana, County: Bienville Parish, Total Pop: 13806, Poverty: 25.3
Entry(304): Income 34103, State: Kentucky, County: Whitley County, Total Pop: 36027, Poverty: 25.2
Entry(305): Income 34118, State: Mississippi, County: Clay County, Total Pop: 19990, Poverty: 26.6
Entry(306): Income 34122, State: Georgia, County: Mitchell County, Total Pop: 22574, Poverty: 27.1
Entry(307): Income 34219, State: Georgia, County: Sumter County, Total Pop: 30687, Poverty: 33.4
Entry(308): Income 34234, State: Georgia, County: Wilkes County, Total Pop: 9905, Poverty: 26.5
Entry(309): Income 34242, State: West Virginia, County: Clay County, Total Pop: 8901, Poverty: 25.2
Entry(310): Income 34250, State: Oklahoma, County: McCurtain County, Total Pop: 33026, Poverty: 23.6
Entry(311): Income 34299, State: Tennessee, County: Wayne County, Total Pop: 16713, Poverty: 19.6
Entry(312): Income 34315, State: Georgia, County: Echols County, Total Pop: 4011, Poverty: 28.2
Entry(313): Income 34353, State: Tennessee, County: McNairy County, Total Pop: 25945, Poverty: 21.6
Entry(314): Income 34424, State: Louisiana, County: Lincoln Parish, Total Pop: 47536, Poverty: 31.2
Entry(315): Income 34428, State: Arkansas, County: Van Buren County, Total Pop: 16751, Poverty: 19.6
Entry(316): Income 34470, State: Louisiana, County: Catahoula Parish, Total Pop: 10044, Poverty: 21.8
Entry(317): Income 34503, State: Georgia, County: Colquitt County, Total Pop: 45890, Poverty: 25.4
Entry(318): Income 34541, State: Georgia, County: Dougherty County, Total Pop: 91522, Poverty: 30.5
Entry(319): Income 34542, State: Mississippi, County: Choctaw County, Total Pop: 8360, Poverty: 24.5
Entry(320): Income 34550, State: Texas, County: Zapata County, Total Pop: 14415, Poverty: 34.1
Entry(321): Income 34557, State: North Carolina, County: Washington County, Total Pop: 12331, Poverty: 24.1
Entry(322): Income 34557, State: Georgia, County: Clarke County, Total Pop: 123554, Poverty: 34.1
Entry(323): Income 34625, State: Tennessee, County: Carter County, Total Pop: 56500, Poverty: 24.5
Entry(324): Income 34647, State: Kentucky, County: Powell County, Total Pop: 12349, Poverty: 24.1
Entry(325): Income 34655, State: Illinois, County: Pulaski County, Total Pop: 5691, Poverty: 17.1
Entry(326): Income 34660, State: Kentucky, County: Russell County, Total Pop: 17731, Poverty: 25.3
Entry(327): Income 34677, State: Georgia, County: Irwin County, Total Pop: 9278, Poverty: 24.5
Entry(328): Income 34679, State: Alabama, County: Hale County, Total Pop: 14995, Poverty: 26.1
Entry(329): Income 34712, State: Louisiana, County: LaSalle Parish, Total Pop: 14930, Poverty: 24.8
Entry(330): Income 34722, State: Louisiana, County: Franklin Parish, Total Pop: 20388, Poverty: 28.8
Entry(331): Income 34745, State: Louisiana, County: Richland Parish, Total Pop: 20619, Poverty: 28.2
Entry(332): Income 34746, State: Missouri, County: Hickory County, Total Pop: 9352, Poverty: 23.3
Entry(333): Income 34765, State: Colorado, County: Saguache County, Total Pop: 6338, Poverty: 21.0
Entry(334): Income 34776, State: Missouri, County: Morgan County, Total Pop: 20097, Poverty: 25.5
Entry(335): Income 34792, State: Alabama, County: Coosa County, Total Pop: 10955, Poverty: 14.4
Entry(336): Income 34851, State: Arkansas, County: Howard County, Total Pop: 13472, Poverty: 21.0
Entry(337): Income 34876, State: Mississippi, County: Grenada County, Total Pop: 21379, Poverty: 24.2
Entry(338): Income 34890, State: Georgia, County: Brooks County, Total Pop: 15629, Poverty: 23.6
Entry(339): Income 34926, State: Texas, County: Kinney County, Total Pop: 3631, Poverty: 10.6
Entry(340): Income 34943, State: South Carolina, County: Orangeburg County, Total Pop: 89116, Poverty: 23.2
Entry(341): Income 34951, State: Virginia, County: Danville city, Total Pop: 41911, Poverty: 21.5
Entry(342): Income 34983, State: Mississippi, County: Montgomery County, Total Pop: 10309, Poverty: 25.6
Entry(343): Income 34984, State: Missouri, County: Howell County, Total Pop: 40139, Poverty: 22.9
Entry(344): Income 34996, State: South Carolina, County: Colleton County, Total Pop: 37581, Poverty: 22.3
Entry(345): Income 35000, State: South Dakota, County: Ziebach County, Total Pop: 2837, Poverty: 43.1
Entry(346): Income 35022, State: Kentucky, County: Pulaski County, Total Pop: 63974, Poverty: 25.2
Entry(347): Income 35026, State: Alabama, County: Escambia County, Total Pop: 37621, Poverty: 23.8
Entry(348): Income 35051, State: Colorado, County: Otero County, Total Pop: 18325, Poverty: 22.9
Entry(349): Income 35066, State: Missouri, County: St. Clair County, Total Pop: 9396, Poverty: 22.2
Entry(350): Income 35095, State: Kentucky, County: Carter County, Total Pop: 27385, Poverty: 21.5
Entry(351): Income 35096, State: New Mexico, County: Harding County, Total Pop: 546, Poverty: 19.8
Entry(352): Income 35097, State: Missouri, County: Benton County, Total Pop: 18918, Poverty: 18.6
Entry(353): Income 35135, State: Missouri, County: Wayne County, Total Pop: 13369, Poverty: 23.4
Entry(354): Income 35202, State: Georgia, County: Laurens County, Total Pop: 47451, Poverty: 27.3
Entry(355): Income 35207, State: Georgia, County: Elbert County, Total Pop: 19288, Poverty: 22.4
Entry(356): Income 35215, State: Mississippi, County: Wayne County, Total Pop: 20458, Poverty: 24.3
Entry(357): Income 35218, State: West Virginia, County: Summers County, Total Pop: 13210, Poverty: 19.0
Entry(358): Income 35246, State: North Carolina, County: Vance County, Total Pop: 44420, Poverty: 23.0
Entry(359): Income 35252, State: Arkansas, County: Montgomery County, Total Pop: 9059, Poverty: 18.1
Entry(360): Income 35254, State: Louisiana, County: St. Helena Parish, Total Pop: 10509, Poverty: 26.4
Entry(361): Income 35254, State: South Carolina, County: Abbeville County, Total Pop: 24788, Poverty: 22.7
Entry(362): Income 35271, State: North Carolina, County: Swain County, Total Pop: 14208, Poverty: 20.9
Entry(363): Income 35271, State: Mississippi, County: Jasper County, Total Pop: 16547, Poverty: 22.8
Entry(364): Income 35286, State: South Carolina, County: Cherokee County, Total Pop: 56549, Poverty: 22.0
Entry(365): Income 35290, State: Georgia, County: Dodge County, Total Pop: 21063, Poverty: 22.2
Entry(366): Income 35292, State: Colorado, County: Crowley County, Total Pop: 5514, Poverty: 24.6
Entry(367): Income 35314, State: New Mexico, County: Taos County, Total Pop: 32809, Poverty: 21.3
Entry(368): Income 35356, State: Texas, County: Red River County, Total Pop: 12353, Poverty: 16.5
Entry(369): Income 35362, State: Alabama, County: Winston County, Total Pop: 23968, Poverty: 18.7
Entry(370): Income 35374, State: Mississippi, County: Perry County, Total Pop: 12047, Poverty: 19.9
Entry(371): Income 35375, State: Georgia, County: Upson County, Total Pop: 26241, Poverty: 22.7
Entry(372): Income 35377, State: Tennessee, County: Campbell County, Total Pop: 39824, Poverty: 20.6
Entry(373): Income 35414, State: Oklahoma, County: Pushmataha County, Total Pop: 11132, Poverty: 20.3
Entry(374): Income 35428, State: Tennessee, County: Claiborne County, Total Pop: 31566, Poverty: 22.4
Entry(375): Income 35435, State: Florida, County: DeSoto County, Total Pop: 35675, Poverty: 29.9
Entry(376): Income 35443, State: Texas, County: Duval County, Total Pop: 11434, Poverty: 25.2
Entry(377): Income 35443, State: North Carolina, County: Warren County, Total Pop: 20190, Poverty: 22.3
Entry(378): Income 35449, State: Kentucky, County: Cumberland County, Total Pop: 6744, Poverty: 20.7
Entry(379): Income 35457, State: Georgia, County: Wilcox County, Total Pop: 8896, Poverty: 21.8
Entry(380): Income 35506, State: Montana, County: Blaine County, Total Pop: 6646, Poverty: 32.7
Entry(381): Income 35533, State: Tennessee, County: Macon County, Total Pop: 23239, Poverty: 18.6
Entry(382): Income 35539, State: Georgia, County: Cook County, Total Pop: 17190, Poverty: 24.2
Entry(383): Income 35543, State: New Mexico, County: Torrance County, Total Pop: 15534, Poverty: 27.1
Entry(384): Income 35546, State: Virginia, County: Covington city, Total Pop: 5675, Poverty: 19.9
Entry(385): Income 35551, State: Tennessee, County: Lauderdale County, Total Pop: 26497, Poverty: 23.1
Entry(386): Income 35551, State: South Carolina, County: Fairfield County, Total Pop: 22868, Poverty: 21.3
Entry(387): Income 35571, State: Missouri, County: Texas County, Total Pop: 25714, Poverty: 25.3
Entry(388): Income 35578, State: Mississippi, County: Leake County, Total Pop: 22936, Poverty: 25.1
Entry(389): Income 35594, State: Kentucky, County: Metcalfe County, Total Pop: 9990, Poverty: 23.1
Entry(390): Income 35629, State: Kentucky, County: Johnson County, Total Pop: 23064, Poverty: 24.1
Entry(391): Income 35634, State: Mississippi, County: Webster County, Total Pop: 9868, Poverty: 25.3
Entry(392): Income 35657, State: Colorado, County: Conejos County, Total Pop: 8147, Poverty: 21.1
Entry(393): Income 35665, State: Kentucky, County: Monroe County, Total Pop: 10645, Poverty: 23.5
Entry(394): Income 35684, State: Alabama, County: Pike County, Total Pop: 33287, Poverty: 26.3
Entry(395): Income 35718, State: Georgia, County: Chattooga County, Total Pop: 24880, Poverty: 22.5
Entry(396): Income 35719, State: Alabama, County: Marion County, Total Pop: 30058, Poverty: 17.6
Entry(397): Income 35750, State: Georgia, County: Toombs County, Total Pop: 27160, Poverty: 24.4
Entry(398): Income 35758, State: Arkansas, County: Johnson County, Total Pop: 26155, Poverty: 22.5
Entry(399): Income 35794, State: Arkansas, County: Dallas County, Total Pop: 7585, Poverty: 13.2
Entry(400): Income 35801, State: Colorado, County: Huerfano County, Total Pop: 6498, Poverty: 14.8
Entry(401): Income 35806, State: North Carolina, County: Hertford County, Total Pop: 24262, Poverty: 23.3
Entry(402): Income 35838, State: South Carolina, County: Clarendon County, Total Pop: 34156, Poverty: 23.3
Entry(403): Income 35888, State: Kentucky, County: Rockcastle County, Total Pop: 16815, Poverty: 21.0
Entry(404): Income 35891, State: Mississippi, County: Panola County, Total Pop: 34229, Poverty: 20.5
Entry(405): Income 35898, State: Oklahoma, County: Greer County, Total Pop: 6018, Poverty: 19.2
Entry(406): Income 35898, State: Colorado, County: Baca County, Total Pop: 3581, Poverty: 19.5
Entry(407): Income 35910, State: Florida, County: Dixie County, Total Pop: 16323, Poverty: 23.7
Entry(408): Income 35913, State: Michigan, County: Clare County, Total Pop: 30597, Poverty: 23.6
Entry(409): Income 35928, State: New Mexico, County: Roosevelt County, Total Pop: 19313, Poverty: 27.5
Entry(410): Income 35930, State: Missouri, County: Cedar County, Total Pop: 13862, Poverty: 22.6
Entry(411): Income 35930, State: Arkansas, County: Randolph County, Total Pop: 17514, Poverty: 20.9
Entry(412): Income 35933, State: Oklahoma, County: Jefferson County, Total Pop: 6270, Poverty: 20.9
Entry(413): Income 35944, State: Kentucky, County: Grayson County, Total Pop: 26129, Poverty: 25.7
Entry(414): Income 35969, State: North Carolina, County: Martin County, Total Pop: 23227, Poverty: 19.2
Entry(415): Income 36008, State: Illinois, County: Jackson County, Total Pop: 59115, Poverty: 27.9
Entry(416): Income 36016, State: Alabama, County: Lamar County, Total Pop: 14021, Poverty: 23.1
Entry(417): Income 36030, State: North Carolina, County: Graham County, Total Pop: 8607, Poverty: 19.0
Entry(418): Income 36031, State: Idaho, County: Lemhi County, Total Pop: 7755, Poverty: 17.1
Entry(419): Income 36051, State: Arkansas, County: Fulton County, Total Pop: 12092, Poverty: 23.0
Entry(420): Income 36052, State: Tennessee, County: Overton County, Total Pop: 21995, Poverty: 19.6
Entry(421): Income 36073, State: Michigan, County: Ontonagon County, Total Pop: 6072, Poverty: 15.5
Entry(422): Income 36082, State: Virginia, County: Radford city, Total Pop: 17380, Poverty: 37.5
Entry(423): Income 36089, State: New Mexico, County: Cibola County, Total Pop: 27049, Poverty: 28.5
Entry(424): Income 36092, State: Idaho, County: Owyhee County, Total Pop: 11384, Poverty: 23.3
Entry(425): Income 36092, State: Arkansas, County: Drew County, Total Pop: 18620, Poverty: 24.4
Entry(426): Income 36095, State: Texas, County: Cameron County, Total Pop: 420201, Poverty: 31.2
Entry(427): Income 36113, State: Arkansas, County: Marion County, Total Pop: 16374, Poverty: 19.5
Entry(428): Income 36118, State: Tennessee, County: Haywood County, Total Pop: 17944, Poverty: 19.1
Entry(429): Income 36157, State: Texas, County: Baylor County, Total Pop: 3602, Poverty: 13.1
Entry(430): Income 36170, State: North Dakota, County: Rolette County, Total Pop: 14657, Poverty: 32.4
Entry(431): Income 36209, State: Florida, County: Hamilton County, Total Pop: 14238, Poverty: 26.6
Entry(432): Income 36217, State: South Carolina, County: Darlington County, Total Pop: 67572, Poverty: 22.7
Entry(433): Income 36220, State: Alabama, County: Pickens County, Total Pop: 20170, Poverty: 22.9
Entry(434): Income 36237, State: Florida, County: Calhoun County, Total Pop: 14458, Poverty: 12.9
Entry(435): Income 36261, State: North Carolina, County: Columbus County, Total Pop: 56589, Poverty: 23.6
Entry(436): Income 36279, State: West Virginia, County: Calhoun County, Total Pop: 7450, Poverty: 17.1
Entry(437): Income 36310, State: Arkansas, County: Bradley County, Total Pop: 10994, Poverty: 26.4
Entry(438): Income 36315, State: Colorado, County: Alamosa County, Total Pop: 16345, Poverty: 27.8
Entry(439): Income 36320, State: Ohio, County: Adams County, Total Pop: 27926, Poverty: 23.8
Entry(440): Income 36326, State: Alabama, County: Butler County, Total Pop: 20126, Poverty: 24.4
Entry(441): Income 36355, State: Georgia, County: Tattnall County, Total Pop: 25402, Poverty: 23.7
Entry(442): Income 36368, State: Georgia, County: Meriwether County, Total Pop: 21152, Poverty: 22.7
Entry(443): Income 36374, State: Florida, County: Highlands County, Total Pop: 100177, Poverty: 18.7
Entry(444): Income 36394, State: Louisiana, County: Jackson Parish, Total Pop: 15952, Poverty: 25.4
Entry(445): Income 36407, State: Arkansas, County: Ashley County, Total Pop: 20771, Poverty: 21.3
Entry(446): Income 36411, State: Kentucky, County: Rowan County, Total Pop: 24392, Poverty: 26.7
Entry(447): Income 36417, State: Arkansas, County: Mississippi County, Total Pop: 43534, Poverty: 25.6
Entry(448): Income 36423, State: Georgia, County: Johnson County, Total Pop: 9800, Poverty: 21.5
