Entry(0): Total Pop: 74, State: Texas, County: Loving County, Income: 80938, Poverty: 17.1
Entry(289): Total Pop: 4705, State: Kansas, County: Republic County, Income: 43489, Poverty: 11.7
Entry(290): Total Pop: 4741, State: Wyoming, County: Hot Springs County, Income: 48403, Poverty: 12.5
Entry(291): Total Pop: 4754, State: Pennsylvania, County: Cameron County, Income: 40402, Poverty: 14.4
Entry(292): Total Pop: 4759, State: South Dakota, County: Marshall County, Income: 60948, Poverty: 8.3
Entry(293): Total Pop: 4766, State: Montana, County: Musselshell County, Income: 38156, Poverty: 17.4
Entry(294): Total Pop: 4771, State: Louisiana, County: Tensas Parish, Income: 21906, Poverty: 38.0
Entry(295): Total Pop: 4809, State: Colorado, County: Washington County, Income: 51458, Poverty: 9.9
Entry(296): Total Pop: 4814, State: Nebraska, County: Furnas County, Income: 43400, Poverty: 13.5
Entry(297): Total Pop: 4836, State: Texas, County: Crane County, Income: 63935, Poverty: 11.8
Entry(298): Total Pop: 4846, State: Missouri, County: Putnam County, Income: 37028, Poverty: 16.9
Entry(299): Total Pop: 4883, State: Missouri, County: Scotland County, Income: 42939, Poverty: 16.7
Entry(300): Total Pop: 4887, State: Texas, County: Mills County, Income: 46318, Poverty: 14.9
Entry(301): Total Pop: 4890, State: Kentucky, County: Carlisle County, Income: 38860, Poverty: 17.3
Entry(302): Total Pop: 4897, State: Illinois, County: Calhoun County, Income: 53641, Poverty: 12.8
Entry(303): Total Pop: 4903, State: Nebraska, County: Morrill County, Income: 44201, Poverty: 9.4
Entry(304): Total Pop: 4904, State: Oklahoma, County: Dewey County, Income: 52930, Poverty: 18.6
Entry(305): Total Pop: 4905, State: Kansas, County: Barber County, Income: 52075, Poverty: 15.9
Entry(306): Total Pop: 4974, State: Alaska, County: Dillingham Census Area, Income: 58708, Poverty: 16.6
Entry(307): Total Pop: 4981, State: Kansas, County: Scott County, Income: 62198, Poverty: 4.3
Entry(308): Total Pop: 4986, State: Iowa, County: Ringgold County, Income: 50642, Poverty: 10.9
Entry(309): Total Pop: 5000, State: South Dakota, County: Kingsbury County, Income: 58794, Poverty: 9.5
Entry(310): Total Pop: 5020, State: Utah, County: Garfield County, Income: 51700, Poverty: 13.1
Entry(311): Total Pop: 5031, State: Montana, County: Toole County, Income: 46735, Poverty: 16.6
Entry(312): Total Pop: 5039, State: Minnesota, County: Big Stone County, Income: 48299, Poverty: 11.7
Entry(313): Total Pop: 5041, State: North Dakota, County: Dickey County, Income: 58357, Poverty: 6.3
Entry(314): Total Pop: 5071, State: Tennessee, County: Pickett County, Income: 39313, Poverty: 18.8
Entry(315): Total Pop: 5109, State: Illinois, County: Scott County, Income: 48542, Poverty: 14.9
Entry(316): Total Pop: 5131, State: Virginia, County: Craig County, Income: 53526, Poverty: 9.3
Entry(317): Total Pop: 5133, State: Nebraska, County: Thayer County, Income: 48151, Poverty: 10.9
Entry(318): Total Pop: 5148, State: Kansas, County: Rooks County, Income: 48352, Poverty: 11.3
Entry(319): Total Pop: 5168, State: Georgia, County: Schley County, Income: 41267, Poverty: 22.2
Entry(320): Total Pop: 5172, State: Texas, County: Delta County, Income: 42642, Poverty: 22.9
Entry(321): Total Pop: 5194, State: Arkansas, County: Calhoun County, Income: 37225, Poverty: 19.6
Entry(322): Total Pop: 5200, State: Nebraska, County: Johnson County, Income: 49564, Poverty: 10.1
Entry(323): Total Pop: 5203, State: Nevada, County: Lincoln County, Income: 52971, Poverty: 12.1
Entry(324): Total Pop: 5226, State: Illinois, County: Gallatin County, Income: 42450, Poverty: 16.6
Entry(325): Total Pop: 5241, State: Nebraska, County: Sheridan County, Income: 41209, Poverty: 15.8
Entry(326): Total Pop: 5244, State: Nebraska, County: Polk County, Income: 63667, Poverty: 7.6
Entry(327): Total Pop: 5262, State: Texas, County: Jim Hogg County, Income: 31403, Poverty: 26.0
Entry(328): Total Pop: 5270, State: Minnesota, County: Cook County, Income: 51903, Poverty: 13.0
Entry(329): Total Pop: 5280, State: South Dakota, County: Brule County, Income: 50870, Poverty: 14.6
Entry(330): Total Pop: 5296, State: Idaho, County: Lincoln County, Income: 46383, Poverty: 11.5
Entry(331): Total Pop: 5335, State: Missouri, County: Atchison County, Income: 45259, Poverty: 12.1
Entry(332): Total Pop: 5357, State: Nebraska, County: Boone County, Income: 53854, Poverty: 7.3
Entry(333): Total Pop: 5410, State: Georgia, County: Warren County, Income: 32860, Poverty: 26.8
Entry(334): Total Pop: 5411, State: North Dakota, County: Ransom County, Income: 62524, Poverty: 6.6
Entry(335): Total Pop: 5445, State: Oklahoma, County: Beaver County, Income: 52571, Poverty: 11.7
Entry(336): Total Pop: 5446, State: Kansas, County: Phillips County, Income: 46806, Poverty: 8.1
Entry(337): Total Pop: 5453, State: Alaska, County: Yukon-Koyukuk Census Area, Income: 37819, Poverty: 25.5
Entry(338): Total Pop: 5480, State: South Dakota, County: Tripp County, Income: 48409, Poverty: 19.7
Entry(339): Total Pop: 5495, State: Virginia, County: Emporia city, Income: 27426, Poverty: 30.9
Entry(340): Total Pop: 5500, State: Minnesota, County: Mahnomen County, Income: 42439, Poverty: 22.7
Entry(341): Total Pop: 5502, State: South Dakota, County: Walworth County, Income: 46623, Poverty: 10.2
Entry(342): Total Pop: 5507, State: North Carolina, County: Hyde County, Income: 40532, Poverty: 20.3
Entry(343): Total Pop: 5514, State: Colorado, County: Crowley County, Income: 35292, Poverty: 24.6
Entry(344): Total Pop: 5515, State: South Dakota, County: McCook County, Income: 60808, Poverty: 9.3
Entry(345): Total Pop: 5520, State: Colorado, County: Lincoln County, Income: 44725, Poverty: 14.0
Entry(346): Total Pop: 5524, State: South Dakota, County: Day County, Income: 43902, Poverty: 16.5
Entry(347): Total Pop: 5527, State: Kansas, County: Norton County, Income: 50673, Poverty: 11.6
Entry(348): Total Pop: 5532, State: Texas, County: Hansford County, Income: 40678, Poverty: 18.7
Entry(349): Total Pop: 5547, State: Texas, County: Martin County, Income: 71115, Poverty: 7.0
Entry(350): Total Pop: 5551, State: Illinois, County: Stark County, Income: 52284, Poverty: 14.0
Entry(351): Total Pop: 5572, State: Kansas, County: Washington County, Income: 47992, Poverty: 9.7
Entry(352): Total Pop: 5599, State: Texas, County: Wheeler County, Income: 50910, Poverty: 19.2
Entry(353): Total Pop: 5603, State: Nebraska, County: Fillmore County, Income: 56750, Poverty: 9.9
Entry(354): Total Pop: 5605, State: Kansas, County: Morris County, Income: 50338, Poverty: 9.8
Entry(355): Total Pop: 5666, State: Oklahoma, County: Coal County, Income: 39931, Poverty: 20.3
Entry(356): Total Pop: 5675, State: Virginia, County: Covington city, Income: 35546, Poverty: 19.9
Entry(357): Total Pop: 5675, State: Tennessee, County: Van Buren County, Income: 43631, Poverty: 19.5
Entry(358): Total Pop: 5691, State: Illinois, County: Pulaski County, Income: 34655, Poverty: 17.1
Entry(359): Total Pop: 5709, State: South Dakota, County: Dewey County, Income: 41190, Poverty: 31.4
Entry(360): Total Pop: 5711, State: Iowa, County: Audubon County, Income: 48750, Poverty: 11.1
Entry(361): Total Pop: 5724, State: Minnesota, County: Lincoln County, Income: 51102, Poverty: 11.4
Entry(362): Total Pop: 5741, State: Kansas, County: Stevens County, Income: 57500, Poverty: 16.8
Entry(363): Total Pop: 5746, State: Kansas, County: Harper County, Income: 48059, Poverty: 16.8
Entry(364): Total Pop: 5748, State: Wisconsin, County: Iron County, Income: 39855, Poverty: 15.2
Entry(365): Total Pop: 5755, State: Montana, County: Broadwater County, Income: 55295, Poverty: 7.8
Entry(366): Total Pop: 5765, State: Nebraska, County: Dixon County, Income: 57036, Poverty: 10.3
Entry(367): Total Pop: 5771, State: Illinois, County: Putnam County, Income: 64741, Poverty: 8.9
Entry(368): Total Pop: 5784, State: Alaska, County: Aleutians West Census Area, Income: 85192, Poverty: 7.5
Entry(369): Total Pop: 5785, State: Texas, County: Lynn County, Income: 44922, Poverty: 18.0
Entry(370): Total Pop: 5792, State: Nebraska, County: Cherry County, Income: 53226, Poverty: 9.0
Entry(371): Total Pop: 5793, State: Colorado, County: Gilpin County, Income: 72544, Poverty: 5.6
Entry(372): Total Pop: 5800, State: West Virginia, County: Wirt County, Income: 38936, Poverty: 21.2
Entry(373): Total Pop: 5806, State: Colorado, County: Bent County, Income: 32500, Poverty: 24.5
Entry(374): Total Pop: 5806, State: Texas, County: Haskell County, Income: 43529, Poverty: 19.3
Entry(375): Total Pop: 5812, State: Montana, County: Chouteau County, Income: 39577, Poverty: 20.3
Entry(376): Total Pop: 5821, State: Texas, County: Hartley County, Income: 64427, Poverty: 8.1
Entry(377): Total Pop: 5832, State: Georgia, County: Stewart County, Income: 22413, Poverty: 41.5
Entry(378): Total Pop: 5851, State: Texas, County: San Saba County, Income: 40301, Poverty: 17.4
Entry(379): Total Pop: 5877, State: Oklahoma, County: Alfalfa County, Income: 57432, Poverty: 11.2
Entry(380): Total Pop: 5884, State: Georgia, County: Miller County, Income: 37255, Poverty: 23.3
Entry(381): Total Pop: 5887, State: Nevada, County: Lander County, Income: 79865, Poverty: 13.2
Entry(382): Total Pop: 5895, State: Texas, County: Crosby County, Income: 38674, Poverty: 20.8
Entry(383): Total Pop: 5911, State: South Dakota, County: Hamlin County, Income: 61784, Poverty: 5.6
Entry(384): Total Pop: 5911, State: Indiana, County: Ohio County, Income: 58359, Poverty: 5.0
Entry(385): Total Pop: 5923, State: Minnesota, County: Grant County, Income: 53727, Poverty: 10.6
Entry(386): Total Pop: 5942, State: Idaho, County: Bear Lake County, Income: 50603, Poverty: 14.5
Entry(387): Total Pop: 5951, State: North Dakota, County: McHenry County, Income: 61788, Poverty: 7.9
Entry(388): Total Pop: 5953, State: Texas, County: Floyd County, Income: 48767, Poverty: 18.2
Entry(389): Total Pop: 5957, State: Kansas, County: Ottawa County, Income: 51797, Poverty: 9.7
Entry(390): Total Pop: 5999, State: Kansas, County: Sherman County, Income: 52030, Poverty: 16.5
Entry(391): Total Pop: 6000, State: Oklahoma, County: Cotton County, Income: 49962, Poverty: 15.4
Entry(392): Total Pop: 6004, State: Kansas, County: Gray County, Income: 61220, Poverty: 8.5
Entry(393): Total Pop: 6018, State: Oklahoma, County: Greer County, Income: 35898, Poverty: 19.2
Entry(394): Total Pop: 6020, State: Nebraska, County: Stanton County, Income: 57534, Poverty: 9.5
Entry(395): Total Pop: 6033, State: Texas, County: Carson County, Income: 67010, Poverty: 6.4
Entry(396): Total Pop: 6040, State: Montana, County: Teton County, Income: 51060, Poverty: 9.8
Entry(397): Total Pop: 6072, State: Michigan, County: Ontonagon County, Income: 36073, Poverty: 15.5
Entry(398): Total Pop: 6081, State: Montana, County: Pondera County, Income: 44597, Poverty: 19.0
Entry(399): Total Pop: 6084, State: Missouri, County: Shelby County, Income: 42593, Poverty: 15.5
Entry(400): Total Pop: 6149, State: Iowa, County: Osceola County, Income: 53604, Poverty: 11.4
Entry(401): Total Pop: 6180, State: Puerto Rico, County: Maricao Municipio, Income: 13462, Poverty: 65.0
Entry(402): Total Pop: 6192, State: Pennsylvania, County: Sullivan County, Income: 45519, Poverty: 13.1
Entry(403): Total Pop: 6203, State: Vermont, County: Essex County, Income: 38767, Poverty: 15.5
Entry(404): Total Pop: 6214, State: Iowa, County: Taylor County, Income: 46825, Poverty: 11.0
Entry(405): Total Pop: 6227, State: Kansas, County: Greenwood County, Income: 41648, Poverty: 12.4
Entry(406): Total Pop: 6230, State: Kansas, County: Mitchell County, Income: 44591, Poverty: 14.8
Entry(407): Total Pop: 6255, State: Missouri, County: Carter County, Income: 37875, Poverty: 14.5
Entry(408): Total Pop: 6259, State: Kentucky, County: Fulton County, Income: 28274, Poverty: 25.3
Entry(409): Total Pop: 6264, State: Nebraska, County: Clay County, Income: 54167, Poverty: 11.1
Entry(410): Total Pop: 6270, State: Oklahoma, County: Jefferson County, Income: 35933, Poverty: 20.9
Entry(411): Total Pop: 6302, State: Tennessee, County: Moore County, Income: 51671, Poverty: 7.7
Entry(412): Total Pop: 6331, State: Kansas, County: Ellsworth County, Income: 48550, Poverty: 11.4
Entry(413): Total Pop: 6338, State: Colorado, County: Saguache County, Income: 34765, Poverty: 21.0
Entry(414): Total Pop: 6361, State: Missouri, County: Reynolds County, Income: 40265, Poverty: 17.3
Entry(415): Total Pop: 6381, State: Kentucky, County: Menifee County, Income: 39688, Poverty: 20.1
Entry(416): Total Pop: 6382, State: Missouri, County: Sullivan County, Income: 42034, Poverty: 15.9
Entry(417): Total Pop: 6385, State: Nebraska, County: Howard County, Income: 53648, Poverty: 10.2
Entry(418): Total Pop: 6398, State: Minnesota, County: Wilkin County, Income: 52917, Poverty: 9.9
Entry(419): Total Pop: 6405, State: Iowa, County: Wayne County, Income: 42434, Poverty: 15.9
Entry(420): Total Pop: 6406, State: Michigan, County: Luce County, Income: 41221, Poverty: 19.4
Entry(421): Total Pop: 6406, State: Nebraska, County: Antelope County, Income: 46949, Poverty: 11.5
Entry(422): Total Pop: 6414, State: Utah, County: Beaver County, Income: 47878, Poverty: 10.5
Entry(423): Total Pop: 6423, State: Georgia, County: Talbot County, Income: 37226, Poverty: 16.9
Entry(424): Total Pop: 6473, State: Alaska, County: Prince of Wales-Hyder Census Area, Income: 52114, Poverty: 16.0
Entry(425): Total Pop: 6478, State: South Dakota, County: Spink County, Income: 52000, Poverty: 9.9
Entry(426): Total Pop: 6495, State: Virginia, County: Buena Vista city, Income: 33672, Poverty: 20.8
Entry(427): Total Pop: 6496, State: South Dakota, County: Moody County, Income: 56233, Poverty: 15.9
Entry(428): Total Pop: 6498, State: Colorado, County: Huerfano County, Income: 35801, Poverty: 14.8
Entry(429): Total Pop: 6503, State: Georgia, County: Calhoun County, Income: 29617, Poverty: 32.2
Entry(430): Total Pop: 6524, State: Virginia, County: Bland County, Income: 46927, Poverty: 8.3
Entry(431): Total Pop: 6546, State: Nebraska, County: Burt County, Income: 50174, Poverty: 12.3
Entry(432): Total Pop: 6547, State: Nebraska, County: Kearney County, Income: 53207, Poverty: 9.4
Entry(433): Total Pop: 6557, State: Colorado, County: Rio Blanco County, Income: 57991, Poverty: 11.8
Entry(434): Total Pop: 6570, State: Illinois, County: Edwards County, Income: 49632, Poverty: 11.5
Entry(435): Total Pop: 6589, State: Minnesota, County: Norman County, Income: 53034, Poverty: 12.0
Entry(436): Total Pop: 6605, State: Tennessee, County: Hancock County, Income: 29619, Poverty: 25.7
Entry(437): Total Pop: 6646, State: Montana, County: Blaine County, Income: 35506, Poverty: 32.7
Entry(438): Total Pop: 6651, State: North Dakota, County: Bottineau County, Income: 58767, Poverty: 8.6
Entry(439): Total Pop: 6661, State: Nevada, County: Pershing County, Income: 52308, Poverty: 15.0
Entry(440): Total Pop: 6670, State: Virginia, County: Surry County, Income: 54656, Poverty: 13.6
Entry(441): Total Pop: 6688, State: Missouri, County: Gentry County, Income: 43777, Poverty: 18.1
Entry(442): Total Pop: 6717, State: Kentucky, County: Lee County, Income: 23297, Poverty: 32.7
Entry(443): Total Pop: 6739, State: Texas, County: Garza County, Income: 53832, Poverty: 13.5
Entry(444): Total Pop: 6744, State: Kentucky, County: Cumberland County, Income: 35449, Poverty: 20.7
Entry(445): Total Pop: 6752, State: Georgia, County: Treutlen County, Income: 39375, Poverty: 21.0
Entry(446): Total Pop: 6763, State: Arkansas, County: Woodruff County, Income: 30097, Poverty: 26.0
Entry(447): Total Pop: 6776, State: Illinois, County: Alexander County, Income: 31014, Poverty: 33.4
Entry(448): Total Pop: 6776, State: Kansas, County: Pawnee County, Income: 46224, Poverty: 7.8
Entry(449): Total Pop: 6783, State: South Dakota, County: Fall River County, Income: 48862, Poverty: 15.0
Entry(450): Total Pop: 6788, State: Virginia, County: Galax city, Income: 31311, Poverty: 21.2
Entry(451): Total Pop: 6788, State: Georgia, County: Clinch County, Income: 21838, Poverty: 39.5
Entry(452): Total Pop: 6791, State: Illinois, County: Brown County, Income: 56289, Poverty: 11.6
Entry(453): Total Pop: 6806, State: Louisiana, County: Cameron Parish, Income: 60194, Poverty: 8.7
Entry(454): Total Pop: 6807, State: Missouri, County: Clark County, Income: 45216, Poverty: 15.3
Entry(455): Total Pop: 6840, State: Minnesota, County: Lac qui Parle County, Income: 50195, Poverty: 9.3
Entry(456): Total Pop: 6852, State: Montana, County: Powell County, Income: 44352, Poverty: 14.6
Entry(457): Total Pop: 6862, State: Idaho, County: Caribou County, Income: 58750, Poverty: 9.4
Entry(458): Total Pop: 6864, State: Oregon, County: Wallowa County, Income: 44877, Poverty: 13.7
