Entry(0): County: Abbeville County, State: South Carolina, Total Pop: 24788, Income: 35254, Poverty: 22.7
Entry(286): County: Broadwater County, State: Montana, Total Pop: 5755, Income: 55295, Poverty: 7.8
Entry(287): County: Bronx County, State: New York, Total Pop: 1455846, Income: 36593, Poverty: 29.7
Entry(288): County: Brooke County, State: West Virginia, Total Pop: 23067, Income: 48835, Poverty: 13.0
Entry(289): County: Brookings County, State: South Dakota, Total Pop: 33697, Income: 53473, Poverty: 15.9
Entry(290): County: Brooks County, State: Georgia, Total Pop: 15629, Income: 34890, Poverty: 23.6
Entry(291): County: Brooks County, State: Texas, Total Pop: 7251, Income: 24794, Poverty: 41.5
Entry(292): County: Broome County, State: New York, Total Pop: 196124, Income: 49064, Poverty: 17.1
Entry(293): County: Broomfield County, State: Colorado, Total Pop: 64283, Income: 85639, Poverty: 5.2
Entry(294): County: Broward County, State: Florida, Total Pop: 1890416, Income: 54895, Poverty: 14.0
Entry(295): County: Brown County, State: Ohio, Total Pop: 43799, Income: 49188, Poverty: 17.8
Entry(296): County: Brown County, State: Minnesota, Total Pop: 25243, Income: 55764, Poverty: 8.1
Entry(297): County: Brown County, State: Wisconsin, Total Pop: 258004, Income: 56775, Poverty: 11.3
Entry(298): County: Brown County, State: Nebraska, Total Pop: 3058, Income: 42773, Poverty: 16.0
Entry(299): County: Brown County, State: South Dakota, Total Pop: 38637, Income: 53807, Poverty: 11.0
Entry(300): County: Brown County, State: Texas, Total Pop: 37787, Income: 43062, Poverty: 16.4
Entry(301): County: Brown County, State: Indiana, Total Pop: 15007, Income: 59292, Poverty: 10.6
Entry(302): County: Brown County, State: Illinois, Total Pop: 6791, Income: 56289, Poverty: 11.6
Entry(303): County: Brown County, State: Kansas, Total Pop: 9736, Income: 46964, Poverty: 13.2
Entry(304): County: Brule County, State: South Dakota, Total Pop: 5280, Income: 50870, Poverty: 14.6
Entry(305): County: Brunswick County, State: Virginia, Total Pop: 16435, Income: 40871, Poverty: 20.9
Entry(306): County: Brunswick County, State: North Carolina, Total Pop: 122586, Income: 51164, Poverty: 14.1
Entry(307): County: Bryan County, State: Georgia, Total Pop: 34883, Income: 68589, Poverty: 14.1
Entry(308): County: Bryan County, State: Oklahoma, Total Pop: 45068, Income: 41197, Poverty: 17.5
Entry(309): County: Buchanan County, State: Iowa, Total Pop: 21101, Income: 59348, Poverty: 7.8
Entry(310): County: Buchanan County, State: Missouri, Total Pop: 89425, Income: 48652, Poverty: 17.3
Entry(311): County: Buchanan County, State: Virginia, Total Pop: 22611, Income: 30828, Poverty: 26.5
Entry(312): County: Buckingham County, State: Virginia, Total Pop: 17048, Income: 46610, Poverty: 16.6
Entry(313): County: Bucks County, State: Pennsylvania, Total Pop: 626486, Income: 82031, Poverty: 6.1
Entry(314): County: Buena Vista County, State: Iowa, Total Pop: 20369, Income: 52784, Poverty: 13.7
Entry(315): County: Buena Vista city, State: Virginia, Total Pop: 6495, Income: 33672, Poverty: 20.8
Entry(316): County: Buffalo County, State: Wisconsin, Total Pop: 13243, Income: 54753, Poverty: 10.7
Entry(317): County: Buffalo County, State: Nebraska, Total Pop: 48834, Income: 55053, Poverty: 14.4
Entry(318): County: Buffalo County, State: South Dakota, Total Pop: 2048, Income: 30500, Poverty: 40.5
Entry(319): County: Bullitt County, State: Kentucky, Total Pop: 78622, Income: 59917, Poverty: 10.2
Entry(320): County: Bulloch County, State: Georgia, Total Pop: 73742, Income: 39305, Poverty: 30.4
Entry(321): County: Bullock County, State: Alabama, Total Pop: 10478, Income: 29655, Poverty: 28.5
Entry(322): County: Buncombe County, State: North Carolina, Total Pop: 252268, Income: 48464, Poverty: 13.2
Entry(323): County: Bureau County, State: Illinois, Total Pop: 33619, Income: 54271, Poverty: 12.6
Entry(324): County: Burke County, State: North Carolina, Total Pop: 88898, Income: 40854, Poverty: 19.3
Entry(325): County: Burke County, State: North Dakota, Total Pop: 2253, Income: 71667, Poverty: 7.3
Entry(326): County: Burke County, State: Georgia, Total Pop: 22645, Income: 38707, Poverty: 29.2
Entry(327): County: Burleigh County, State: North Dakota, Total Pop: 92372, Income: 67308, Poverty: 8.5
Entry(328): County: Burleson County, State: Texas, Total Pop: 17596, Income: 52510, Poverty: 15.1
Entry(329): County: Burlington County, State: New Jersey, Total Pop: 449192, Income: 82839, Poverty: 6.4
Entry(330): County: Burnet County, State: Texas, Total Pop: 45017, Income: 57173, Poverty: 12.3
Entry(331): County: Burnett County, State: Wisconsin, Total Pop: 15239, Income: 45891, Poverty: 14.6
Entry(332): County: Burt County, State: Nebraska, Total Pop: 6546, Income: 50174, Poverty: 12.3
Entry(333): County: Butler County, State: Iowa, Total Pop: 14822, Income: 53937, Poverty: 9.4
Entry(334): County: Butler County, State: Kansas, Total Pop: 66260, Income: 62324, Poverty: 10.8
Entry(335): County: Butler County, State: Nebraska, Total Pop: 8105, Income: 52448, Poverty: 7.8
Entry(336): County: Butler County, State: Alabama, Total Pop: 20126, Income: 36326, Poverty: 24.4
Entry(337): County: Butler County, State: Ohio, Total Pop: 375702, Income: 62188, Poverty: 12.9
Entry(338): County: Butler County, State: Kentucky, Total Pop: 12735, Income: 39362, Poverty: 22.0
Entry(339): County: Butler County, State: Pennsylvania, Total Pop: 185984, Income: 66037, Poverty: 8.4
Entry(340): County: Butler County, State: Missouri, Total Pop: 42826, Income: 37878, Poverty: 21.6
Entry(341): County: Butte County, State: South Dakota, Total Pop: 10194, Income: 44786, Poverty: 11.1
Entry(342): County: Butte County, State: Idaho, Total Pop: 2613, Income: 43207, Poverty: 16.2
Entry(343): County: Butte County, State: California, Total Pop: 225207, Income: 46516, Poverty: 20.5
Entry(344): County: Butts County, State: Georgia, Total Pop: 23556, Income: 39655, Poverty: 23.5
Entry(345): County: Cabarrus County, State: North Carolina, Total Pop: 196716, Income: 60716, Poverty: 11.5
Entry(346): County: Cabell County, State: West Virginia, Total Pop: 96100, Income: 37816, Poverty: 23.2
Entry(347): County: Cabo Rojo Municipio, State: Puerto Rico, Total Pop: 49726, Income: 16461, Poverty: 52.5
Entry(348): County: Cache County, State: Utah, Total Pop: 120288, Income: 53812, Poverty: 15.2
Entry(349): County: Caddo County, State: Oklahoma, Total Pop: 29437, Income: 41626, Poverty: 20.8
Entry(350): County: Caddo Parish, State: Louisiana, Total Pop: 251069, Income: 40391, Poverty: 23.4
Entry(351): County: Caguas Municipio, State: Puerto Rico, Total Pop: 134269, Income: 24229, Poverty: 37.7
Entry(352): County: Calaveras County, State: California, Total Pop: 45057, Income: 54800, Poverty: 12.8
Entry(353): County: Calcasieu Parish, State: Louisiana, Total Pop: 198753, Income: 48219, Poverty: 16.8
Entry(354): County: Caldwell County, State: Missouri, Total Pop: 9046, Income: 44975, Poverty: 13.3
Entry(355): County: Caldwell County, State: Texas, Total Pop: 40544, Income: 51346, Poverty: 17.7
Entry(356): County: Caldwell County, State: North Carolina, Total Pop: 81805, Income: 40735, Poverty: 16.4
Entry(357): County: Caldwell County, State: Kentucky, Total Pop: 12747, Income: 46182, Poverty: 17.5
Entry(358): County: Caldwell Parish, State: Louisiana, Total Pop: 10000, Income: 31933, Poverty: 26.2
Entry(359): County: Caledonia County, State: Vermont, Total Pop: 30576, Income: 47371, Poverty: 12.3
Entry(360): County: Calhoun County, State: Georgia, Total Pop: 6503, Income: 29617, Poverty: 32.2
Entry(361): County: Calhoun County, State: Florida, Total Pop: 14458, Income: 36237, Poverty: 12.9
Entry(362): County: Calhoun County, State: Illinois, Total Pop: 4897, Income: 53641, Poverty: 12.8
Entry(363): County: Calhoun County, State: Iowa, Total Pop: 9814, Income: 46302, Poverty: 15.3
Entry(364): County: Calhoun County, State: Texas, Total Pop: 21821, Income: 58788, Poverty: 15.8
Entry(365): County: Calhoun County, State: Alabama, Total Pop: 115527, Income: 43686, Poverty: 18.6
Entry(366): County: Calhoun County, State: Arkansas, Total Pop: 5194, Income: 37225, Poverty: 19.6
Entry(367): County: Calhoun County, State: Mississippi, Total Pop: 14617, Income: 33370, Poverty: 26.9
Entry(368): County: Calhoun County, State: Michigan, Total Pop: 134327, Income: 46213, Poverty: 17.4
Entry(369): County: Calhoun County, State: West Virginia, Total Pop: 7450, Income: 36279, Poverty: 17.1
Entry(370): County: Calhoun County, State: South Carolina, Total Pop: 14808, Income: 44010, Poverty: 18.3
Entry(371): County: Callahan County, State: Texas, Total Pop: 13660, Income: 40945, Poverty: 15.6
Entry(372): County: Callaway County, State: Missouri, Total Pop: 44793, Income: 53180, Poverty: 12.3
Entry(373): County: Calloway County, State: Kentucky, Total Pop: 38616, Income: 39269, Poverty: 22.4
Entry(374): County: Calumet County, State: Wisconsin, Total Pop: 49737, Income: 70662, Poverty: 5.9
Entry(375): County: Calvert County, State: Maryland, Total Pop: 90824, Income: 100350, Poverty: 5.7
Entry(376): County: Camas County, State: Idaho, Total Pop: 886, Income: 36667, Poverty: 22.3
Entry(377): County: Cambria County, State: Pennsylvania, Total Pop: 135871, Income: 44943, Poverty: 15.6
Entry(378): County: Camden County, State: Georgia, Total Pop: 52252, Income: 53687, Poverty: 12.7
Entry(379): County: Camden County, State: Missouri, Total Pop: 44855, Income: 50496, Poverty: 17.5
Entry(380): County: Camden County, State: New Jersey, Total Pop: 510996, Income: 65037, Poverty: 13.1
Entry(381): County: Camden County, State: North Carolina, Total Pop: 10336, Income: 68327, Poverty: 9.0
Entry(382): County: Cameron County, State: Pennsylvania, Total Pop: 4754, Income: 40402, Poverty: 14.4
Entry(383): County: Cameron County, State: Texas, Total Pop: 420201, Income: 36095, Poverty: 31.2
Entry(384): County: Cameron Parish, State: Louisiana, Total Pop: 6806, Income: 60194, Poverty: 8.7
Entry(385): County: Camp County, State: Texas, Total Pop: 12670, Income: 41811, Poverty: 17.4
Entry(386): County: Campbell County, State: Virginia, Total Pop: 55158, Income: 48823, Poverty: 11.7
Entry(387): County: Campbell County, State: Kentucky, Total Pop: 91804, Income: 57208, Poverty: 14.2
Entry(388): County: Campbell County, State: South Dakota, Total Pop: 1443, Income: 51548, Poverty: 4.7
Entry(389): County: Campbell County, State: Wyoming, Total Pop: 48116, Income: 80178, Poverty: 9.4
Entry(390): County: Campbell County, State: Tennessee, Total Pop: 39824, Income: 35377, Poverty: 20.6
Entry(391): County: Camuy Municipio, State: Puerto Rico, Total Pop: 32936, Income: 17579, Poverty: 48.5
Entry(392): County: Canadian County, State: Oklahoma, Total Pop: 132922, Income: 69220, Poverty: 7.9
Entry(393): County: Candler County, State: Georgia, Total Pop: 10894, Income: 33125, Poverty: 31.5
Entry(394): County: Cannon County, State: Tennessee, Total Pop: 13839, Income: 47457, Poverty: 17.0
Entry(395): County: Canyon County, State: Idaho, Total Pop: 207027, Income: 46426, Poverty: 17.1
Entry(396): County: Canóvanas Municipio, State: Puerto Rico, Total Pop: 46779, Income: 19986, Poverty: 42.8
Entry(397): County: Cape Girardeau County, State: Missouri, Total Pop: 78013, Income: 49554, Poverty: 17.7
Entry(398): County: Cape May County, State: New Jersey, Total Pop: 94549, Income: 62332, Poverty: 10.6
Entry(399): County: Carbon County, State: Utah, Total Pop: 20512, Income: 46994, Poverty: 16.2
Entry(400): County: Carbon County, State: Pennsylvania, Total Pop: 63987, Income: 51236, Poverty: 12.8
Entry(401): County: Carbon County, State: Montana, Total Pop: 10466, Income: 56988, Poverty: 9.9
Entry(402): County: Carbon County, State: Wyoming, Total Pop: 15689, Income: 57644, Poverty: 13.3
Entry(403): County: Caribou County, State: Idaho, Total Pop: 6862, Income: 58750, Poverty: 9.4
Entry(404): County: Carlisle County, State: Kentucky, Total Pop: 4890, Income: 38860, Poverty: 17.3
Entry(405): County: Carlton County, State: Minnesota, Total Pop: 35408, Income: 58874, Poverty: 12.1
Entry(406): County: Carolina Municipio, State: Puerto Rico, Total Pop: 161684, Income: 29082, Poverty: 29.0
Entry(407): County: Caroline County, State: Virginia, Total Pop: 29889, Income: 60925, Poverty: 11.9
Entry(408): County: Caroline County, State: Maryland, Total Pop: 32785, Income: 52469, Poverty: 16.5
Entry(409): County: Carroll County, State: New Hampshire, Total Pop: 47524, Income: 58139, Poverty: 9.2
Entry(410): County: Carroll County, State: Tennessee, Total Pop: 28137, Income: 38201, Poverty: 19.8
Entry(411): County: Carroll County, State: Illinois, Total Pop: 14704, Income: 50555, Poverty: 11.3
Entry(412): County: Carroll County, State: Iowa, Total Pop: 20428, Income: 54563, Poverty: 10.3
Entry(413): County: Carroll County, State: Ohio, Total Pop: 27825, Income: 51748, Poverty: 14.8
Entry(414): County: Carroll County, State: Virginia, Total Pop: 29767, Income: 41145, Poverty: 14.6
Entry(415): County: Carroll County, State: Arkansas, Total Pop: 27782, Income: 39686, Poverty: 15.7
Entry(416): County: Carroll County, State: Georgia, Total Pop: 114898, Income: 46844, Poverty: 18.6
Entry(417): County: Carroll County, State: Kentucky, Total Pop: 10695, Income: 43345, Poverty: 27.7
Entry(418): County: Carroll County, State: Maryland, Total Pop: 167319, Income: 90510, Poverty: 5.5
Entry(419): County: Carroll County, State: Mississippi, Total Pop: 10221, Income: 43068, Poverty: 14.0
Entry(420): County: Carroll County, State: Indiana, Total Pop: 19994, Income: 56188, Poverty: 10.2
Entry(421): County: Carroll County, State: Missouri, Total Pop: 8909, Income: 43583, Poverty: 18.4
Entry(422): County: Carson City, State: Nevada, Total Pop: 54219, Income: 49341, Poverty: 14.7
Entry(423): County: Carson County, State: Texas, Total Pop: 6033, Income: 67010, Poverty: 6.4
Entry(424): County: Carter County, State: Missouri, Total Pop: 6255, Income: 37875, Poverty: 14.5
Entry(425): County: Carter County, State: Oklahoma, Total Pop: 48407, Income: 47754, Poverty: 16.4
Entry(426): County: Carter County, State: Tennessee, Total Pop: 56500, Income: 34625, Poverty: 24.5
Entry(427): County: Carter County, State: Montana, Total Pop: 1320, Income: 45347, Poverty: 11.8
Entry(428): County: Carter County, State: Kentucky, Total Pop: 27385, Income: 35095, Poverty: 21.5
Entry(429): County: Carteret County, State: North Carolina, Total Pop: 68699, Income: 51584, Poverty: 12.5
Entry(430): County: Carver County, State: Minnesota, Total Pop: 98799, Income: 93095, Poverty: 4.0
Entry(431): County: Cascade County, State: Montana, Total Pop: 81816, Income: 46827, Poverty: 13.1
Entry(432): County: Casey County, State: Kentucky, Total Pop: 15805, Income: 33031, Poverty: 26.6
Entry(433): County: Cass County, State: Indiana, Total Pop: 38248, Income: 45558, Poverty: 13.9
Entry(434): County: Cass County, State: Missouri, Total Pop: 101888, Income: 65352, Poverty: 9.5
Entry(435): County: Cass County, State: Nebraska, Total Pop: 25513, Income: 68284, Poverty: 6.3
Entry(436): County: Cass County, State: Texas, Total Pop: 30118, Income: 41432, Poverty: 18.5
Entry(437): County: Cass County, State: Illinois, Total Pop: 12880, Income: 50156, Poverty: 13.1
Entry(438): County: Cass County, State: Iowa, Total Pop: 13327, Income: 45637, Poverty: 15.1
Entry(439): County: Cass County, State: North Dakota, Total Pop: 170620, Income: 58026, Poverty: 11.2
Entry(440): County: Cass County, State: Michigan, Total Pop: 51397, Income: 50699, Poverty: 13.6
Entry(441): County: Cass County, State: Minnesota, Total Pop: 28810, Income: 50162, Poverty: 15.3
Entry(442): County: Cassia County, State: Idaho, Total Pop: 23472, Income: 48162, Poverty: 14.7
Entry(443): County: Castro County, State: Texas, Total Pop: 7891, Income: 44643, Poverty: 15.9
Entry(444): County: Caswell County, State: North Carolina, Total Pop: 22833, Income: 39428, Poverty: 21.3
Entry(445): County: Catahoula Parish, State: Louisiana, Total Pop: 10044, Income: 34470, Poverty: 21.8
Entry(446): County: Catawba County, State: North Carolina, Total Pop: 156182, Income: 48649, Poverty: 14.2
Entry(447): County: Cataño Municipio, State: Puerto Rico, Total Pop: 25595, Income: 18663, Poverty: 49.4
Entry(448): County: Catoosa County, State: Georgia, Total Pop: 65870, Income: 54537, Poverty: 10.8
Entry(449): County: Catron County, State: New Mexico, Total Pop: 3547, Income: 42047, Poverty: 21.5
Entry(450): County: Cattaraugus County, State: New York, Total Pop: 78175, Income: 45571, Poverty: 16.9
