Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(288): State: Colorado, Total Pop: 1372, County: Jackson County, Income: 45994, Poverty: 12.8
Entry(289): State: Colorado, Total Pop: 54469, County: La Plata County, Income: 62533, Poverty: 9.6
Entry(290): State: Colorado, Total Pop: 148798, County: Mesa County, Income: 51971, Poverty: 16.0
Entry(291): State: Colorado, Total Pop: 28123, County: Morgan County, Income: 51456, Poverty: 9.3
Entry(292): State: Colorado, Total Pop: 17747, County: Pitkin County, Income: 67755, Poverty: 7.1
Entry(293): State: Colorado, Total Pop: 24359, County: Routt County, Income: 67472, Poverty: 10.7
Entry(294): State: Colorado, Total Pop: 29722, County: Summit County, Income: 73538, Poverty: 10.3
Entry(295): State: Colorado, Total Pop: 487850, County: Adams County, Income: 64087, Poverty: 12.2
Entry(296): State: Colorado, Total Pop: 5806, County: Bent County, Income: 32500, Poverty: 24.5
Entry(297): State: Colorado, Total Pop: 9257, County: Clear Creek County, Income: 68534, Poverty: 6.8
Entry(298): State: Colorado, Total Pop: 30217, County: Delta County, Income: 42487, Poverty: 16.5
Entry(299): State: Colorado, Total Pop: 24553, County: Elbert County, Income: 92849, Poverty: 4.8
Entry(300): State: Colorado, Total Pop: 14793, County: Grand County, Income: 66489, Poverty: 13.1
Entry(301): State: Colorado, Total Pop: 564029, County: Jefferson County, Income: 75170, Poverty: 7.8
Entry(302): State: Colorado, Total Pop: 330976, County: Larimer County, Income: 64980, Poverty: 12.4
Entry(303): State: Colorado, Total Pop: 834, County: Mineral County, Income: 50385, Poverty: 12.0
Entry(304): State: Colorado, Total Pop: 18325, County: Otero County, Income: 35051, Poverty: 22.9
Entry(305): State: Colorado, Total Pop: 12084, County: Prowers County, Income: 41740, Poverty: 18.3
Entry(306): State: Colorado, Total Pop: 6338, County: Saguache County, Income: 34765, Poverty: 21.0
Entry(307): State: Colorado, Total Pop: 23769, County: Teller County, Income: 66809, Poverty: 7.5
Entry(308): State: Connecticut, Total Pop: 184454, County: Litchfield County, Income: 76438, Poverty: 6.8
Entry(309): State: Connecticut, Total Pop: 116674, County: Windham County, Income: 62553, Poverty: 11.1
Entry(310): State: Connecticut, Total Pop: 164110, County: Middlesex County, Income: 81673, Poverty: 7.2
Entry(311): State: Connecticut, Total Pop: 862127, County: New Haven County, Income: 64872, Poverty: 12.1
Entry(312): State: Connecticut, Total Pop: 947328, County: Fairfield County, Income: 89773, Poverty: 8.8
Entry(313): State: Connecticut, Total Pop: 270772, County: New London County, Income: 69411, Poverty: 9.9
Entry(314): State: Connecticut, Total Pop: 897417, County: Hartford County, Income: 69936, Poverty: 11.2
Entry(315): State: Connecticut, Total Pop: 151596, County: Tolland County, Income: 81312, Poverty: 6.5
Entry(316): State: Delaware, Total Pop: 173145, County: Kent County, Income: 57647, Poverty: 13.0
Entry(317): State: Delaware, Total Pop: 555036, County: New Castle County, Income: 68336, Poverty: 11.9
Entry(318): State: Delaware, Total Pop: 215551, County: Sussex County, Income: 57901, Poverty: 12.0
Entry(319): State: District of Columbia, Total Pop: 672391, County: District of Columbia, Income: 77649, Poverty: 17.4
Entry(320): State: Florida, Total Pop: 259865, County: Alachua County, Income: 45478, Poverty: 23.3
Entry(321): State: Florida, Total Pop: 1890416, County: Broward County, Income: 54895, Poverty: 14.0
Entry(322): State: Florida, Total Pop: 356774, County: Collier County, Income: 62407, Poverty: 12.8
Entry(323): State: Florida, Total Pop: 309924, County: Escambia County, Income: 47361, Poverty: 14.6
Entry(324): State: Florida, Total Pop: 13197, County: Glades County, Income: 37385, Poverty: 18.0
Entry(325): State: Florida, Total Pop: 179144, County: Hernando County, Income: 44324, Poverty: 14.3
Entry(326): State: Florida, Total Pop: 48571, County: Jackson County, Income: 36944, Poverty: 21.6
Entry(327): State: Florida, Total Pop: 285890, County: Leon County, Income: 49941, Poverty: 20.5
Entry(328): State: Florida, Total Pop: 343778, County: Marion County, Income: 41964, Poverty: 17.6
Entry(329): State: Florida, Total Pop: 197591, County: Okaloosa County, Income: 59955, Poverty: 11.5
Entry(330): State: Florida, Total Pop: 498136, County: Pasco County, Income: 48289, Poverty: 13.6
Entry(331): State: Florida, Total Pop: 298763, County: St. Lucie County, Income: 47132, Poverty: 16.6
Entry(332): State: Florida, Total Pop: 43814, County: Suwannee County, Income: 40600, Poverty: 20.4
Entry(333): State: Florida, Total Pop: 63457, County: Walton County, Income: 50619, Poverty: 17.0
Entry(334): State: Florida, Total Pop: 27537, County: Baker County, Income: 59506, Poverty: 17.2
Entry(335): State: Florida, Total Pop: 14458, County: Calhoun County, Income: 36237, Poverty: 12.9
Entry(336): State: Florida, Total Pop: 68484, County: Columbia County, Income: 43504, Poverty: 16.8
Entry(337): State: Florida, Total Pop: 105015, County: Flagler County, Income: 51049, Poverty: 13.3
Entry(338): State: Florida, Total Pop: 16018, County: Gulf County, Income: 44647, Poverty: 14.9
Entry(339): State: Florida, Total Pop: 100177, County: Highlands County, Income: 36374, Poverty: 18.7
Entry(340): State: Florida, Total Pop: 14085, County: Jefferson County, Income: 47599, Poverty: 13.9
Entry(341): State: Florida, Total Pop: 39713, County: Levy County, Income: 36554, Poverty: 21.9
Entry(342): State: Florida, Total Pop: 155719, County: Martin County, Income: 55588, Poverty: 10.9
Entry(343): State: Florida, Total Pop: 40228, County: Okeechobee County, Income: 39059, Poverty: 22.3
Entry(344): State: Florida, Total Pop: 949842, County: Pinellas County, Income: 48968, Poverty: 13.7
Entry(345): State: Florida, Total Pop: 166778, County: Santa Rosa County, Income: 62731, Poverty: 11.3
Entry(346): State: Florida, Total Pop: 22350, County: Taylor County, Income: 37188, Poverty: 16.4
Entry(347): State: Florida, Total Pop: 24472, County: Washington County, Income: 36989, Poverty: 21.0
Entry(348): State: Florida, Total Pop: 180117, County: Bay County, Income: 50283, Poverty: 15.4
Entry(349): State: Florida, Total Pop: 173236, County: Charlotte County, Income: 46511, Poverty: 12.0
Entry(350): State: Florida, Total Pop: 35675, County: DeSoto County, Income: 35435, Poverty: 29.9
Entry(351): State: Florida, Total Pop: 11675, County: Franklin County, Income: 41267, Poverty: 20.1
Entry(352): State: Florida, Total Pop: 14238, County: Hamilton County, Income: 36209, Poverty: 26.6
Entry(353): State: Florida, Total Pop: 1351087, County: Hillsborough County, Income: 53742, Poverty: 15.7
Entry(354): State: Florida, Total Pop: 8684, County: Lafayette County, Income: 41512, Poverty: 17.8
Entry(355): State: Florida, Total Pop: 8347, County: Liberty County, Income: 36741, Poverty: 17.8
Entry(356): State: Florida, Total Pop: 2702602, County: Miami-Dade County, Income: 46338, Poverty: 19.0
Entry(357): State: Florida, Total Pop: 1290216, County: Orange County, Income: 51586, Poverty: 16.7
Entry(358): State: Florida, Total Pop: 652256, County: Polk County, Income: 45988, Poverty: 17.3
Entry(359): State: Florida, Total Pop: 404839, County: Sarasota County, Income: 55236, Poverty: 10.5
Entry(360): State: Florida, Total Pop: 15300, County: Union County, Income: 37460, Poverty: 21.4
Entry(361): State: Florida, Total Pop: 26775, County: Bradford County, Income: 46106, Poverty: 18.8
Entry(362): State: Florida, Total Pop: 141373, County: Citrus County, Income: 40574, Poverty: 17.4
Entry(363): State: Florida, Total Pop: 16323, County: Dixie County, Income: 35910, Poverty: 23.7
Entry(364): State: Florida, Total Pop: 46113, County: Gadsden County, Income: 39830, Poverty: 24.4
Entry(365): State: Florida, Total Pop: 27326, County: Hardee County, Income: 39063, Poverty: 24.5
Entry(366): State: Florida, Total Pop: 19483, County: Holmes County, Income: 37474, Poverty: 26.6
Entry(367): State: Florida, Total Pop: 326215, County: Lake County, Income: 49734, Poverty: 12.8
Entry(368): State: Florida, Total Pop: 18518, County: Madison County, Income: 31816, Poverty: 31.9
Entry(369): State: Florida, Total Pop: 76745, County: Monroe County, Income: 63030, Poverty: 12.7
Entry(370): State: Florida, Total Pop: 325168, County: Osceola County, Income: 47343, Poverty: 17.8
Entry(371): State: Florida, Total Pop: 72435, County: Putnam County, Income: 33619, Poverty: 27.6
Entry(372): State: Florida, Total Pop: 449260, County: Seminole County, Income: 60739, Poverty: 11.8
Entry(373): State: Florida, Total Pop: 518660, County: Volusia County, Income: 43838, Poverty: 16.1
Entry(374): State: Florida, Total Pop: 568183, County: Brevard County, Income: 51536, Poverty: 13.4
Entry(375): State: Florida, Total Pop: 203291, County: Clay County, Income: 61971, Poverty: 10.4
Entry(376): State: Florida, Total Pop: 912043, County: Duval County, Income: 51296, Poverty: 16.0
Entry(377): State: Florida, Total Pop: 17191, County: Gilchrist County, Income: 42934, Poverty: 19.8
Entry(378): State: Florida, Total Pop: 39064, County: Hendry County, Income: 37966, Poverty: 25.5
Entry(379): State: Florida, Total Pop: 147981, County: Indian River County, Income: 49009, Poverty: 12.7
Entry(380): State: Florida, Total Pop: 700165, County: Lee County, Income: 52052, Poverty: 14.9
Entry(381): State: Florida, Total Pop: 363542, County: Manatee County, Income: 53408, Poverty: 13.4
Entry(382): State: Florida, Total Pop: 78435, County: Nassau County, Income: 64294, Poverty: 11.4
Entry(383): State: Florida, Total Pop: 1426772, County: Palm Beach County, Income: 57256, Poverty: 13.4
Entry(384): State: Florida, Total Pop: 226578, County: St. Johns County, Income: 73640, Poverty: 9.1
Entry(385): State: Florida, Total Pop: 116754, County: Sumter County, Income: 54771, Poverty: 9.2
Entry(386): State: Florida, Total Pop: 31586, County: Wakulla County, Income: 57866, Poverty: 12.6
Entry(387): State: Georgia, Total Pop: 3251, County: Baker County, Income: 43867, Poverty: 19.5
Entry(388): State: Georgia, Total Pop: 17272, County: Ben Hill County, Income: 32344, Poverty: 30.4
Entry(389): State: Georgia, Total Pop: 15629, County: Brooks County, Income: 34890, Poverty: 23.6
Entry(390): State: Georgia, Total Pop: 6503, County: Calhoun County, Income: 29617, Poverty: 32.2
Entry(391): State: Georgia, Total Pop: 12963, County: Charlton County, Income: 43257, Poverty: 23.1
Entry(392): State: Georgia, Total Pop: 123554, County: Clarke County, Income: 34557, Poverty: 34.1
Entry(393): State: Georgia, Total Pop: 43048, County: Coffee County, Income: 36572, Poverty: 23.9
Entry(394): State: Georgia, Total Pop: 12385, County: Crawford County, Income: 41032, Poverty: 18.1
Entry(395): State: Georgia, Total Pop: 736066, County: DeKalb County, Income: 55876, Poverty: 17.6
Entry(396): State: Georgia, Total Pop: 10405, County: Early County, Income: 29493, Poverty: 27.5
Entry(397): State: Georgia, Total Pop: 10757, County: Evans County, Income: 38736, Poverty: 26.0
Entry(398): State: Georgia, Total Pop: 22328, County: Franklin County, Income: 39246, Poverty: 25.4
Entry(399): State: Georgia, Total Pop: 56424, County: Gordon County, Income: 43452, Poverty: 18.8
Entry(400): State: Georgia, Total Pop: 192865, County: Hall County, Income: 55622, Poverty: 16.1
Entry(401): State: Georgia, Total Pop: 11607, County: Heard County, Income: 44897, Poverty: 17.4
Entry(402): State: Georgia, Total Pop: 13732, County: Jasper County, Income: 42067, Poverty: 19.4
Entry(403): State: Georgia, Total Pop: 28540, County: Jones County, Income: 55110, Poverty: 14.2
Entry(404): State: Georgia, Total Pop: 62120, County: Liberty County, Income: 43493, Poverty: 16.6
Entry(405): State: Georgia, Total Pop: 21488, County: McDuffie County, Income: 40469, Poverty: 26.0
Entry(406): State: Georgia, Total Pop: 21152, County: Meriwether County, Income: 36368, Poverty: 22.7
Entry(407): State: Georgia, Total Pop: 18013, County: Morgan County, Income: 59572, Poverty: 13.4
Entry(408): State: Georgia, Total Pop: 14654, County: Oglethorpe County, Income: 43938, Poverty: 17.6
Entry(409): State: Georgia, Total Pop: 17919, County: Pike County, Income: 52377, Poverty: 12.3
Entry(410): State: Georgia, Total Pop: 16354, County: Rabun County, Income: 39297, Poverty: 20.3
Entry(411): State: Georgia, Total Pop: 14037, County: Screven County, Income: 36556, Poverty: 22.6
Entry(412): State: Georgia, Total Pop: 30687, County: Sumter County, Income: 34219, Poverty: 33.4
Entry(413): State: Georgia, Total Pop: 16339, County: Telfair County, Income: 28044, Poverty: 27.7
Entry(414): State: Georgia, Total Pop: 11173, County: Towns County, Income: 41182, Poverty: 14.7
Entry(415): State: Georgia, Total Pop: 22262, County: Union County, Income: 42767, Poverty: 12.8
Entry(416): State: Georgia, Total Pop: 5410, County: Warren County, Income: 32860, Poverty: 26.8
Entry(417): State: Georgia, Total Pop: 28509, County: White County, Income: 43944, Poverty: 17.7
Entry(418): State: Georgia, Total Pop: 20809, County: Worth County, Income: 40369, Poverty: 21.5
Entry(419): State: Georgia, Total Pop: 45527, County: Baldwin County, Income: 37008, Poverty: 27.8
Entry(420): State: Georgia, Total Pop: 19014, County: Berrien County, Income: 38297, Poverty: 23.7
Entry(421): State: Georgia, Total Pop: 34883, County: Bryan County, Income: 68589, Poverty: 14.1
Entry(422): State: Georgia, Total Pop: 52252, County: Camden County, Income: 53687, Poverty: 12.7
Entry(423): State: Georgia, Total Pop: 285506, County: Chatham County, Income: 52215, Poverty: 17.3
Entry(424): State: Georgia, Total Pop: 3024, County: Clay County, Income: 23315, Poverty: 41.4
Entry(425): State: Georgia, Total Pop: 45890, County: Colquitt County, Income: 34503, Poverty: 25.4
Entry(426): State: Georgia, Total Pop: 23005, County: Crisp County, Income: 33194, Poverty: 31.2
Entry(427): State: Georgia, Total Pop: 21063, County: Dodge County, Income: 35290, Poverty: 22.2
Entry(428): State: Georgia, Total Pop: 4011, County: Echols County, Income: 34315, Poverty: 28.2
Entry(429): State: Georgia, Total Pop: 24480, County: Fannin County, Income: 43344, Poverty: 15.8
Entry(430): State: Georgia, Total Pop: 1010420, County: Fulton County, Income: 61336, Poverty: 16.0
Entry(431): State: Georgia, Total Pop: 25048, County: Grady County, Income: 39462, Poverty: 25.4
Entry(432): State: Georgia, Total Pop: 8667, County: Hancock County, Income: 29268, Poverty: 30.0
Entry(433): State: Georgia, Total Pop: 217506, County: Henry County, Income: 64752, Poverty: 11.4
Entry(434): State: Georgia, Total Pop: 14999, County: Jeff Davis County, Income: 37267, Poverty: 20.6
Entry(435): State: Georgia, Total Pop: 18282, County: Lamar County, Income: 41157, Poverty: 20.8
Entry(436): State: Georgia, Total Pop: 7768, County: Lincoln County, Income: 37711, Poverty: 23.0
Entry(437): State: Georgia, Total Pop: 14061, County: McIntosh County, Income: 43285, Poverty: 20.3
Entry(438): State: Georgia, Total Pop: 5884, County: Miller County, Income: 37255, Poverty: 23.3
Entry(439): State: Georgia, Total Pop: 39444, County: Murray County, Income: 41617, Poverty: 18.0
Entry(440): State: Georgia, Total Pop: 152399, County: Paulding County, Income: 63669, Poverty: 9.7
Entry(441): State: Georgia, Total Pop: 41444, County: Polk County, Income: 40652, Poverty: 19.0
Entry(442): State: Georgia, Total Pop: 7206, County: Randolph County, Income: 30640, Poverty: 35.1
Entry(443): State: Georgia, Total Pop: 8549, County: Seminole County, Income: 33999, Poverty: 25.5
Entry(444): State: Georgia, Total Pop: 6423, County: Talbot County, Income: 37226, Poverty: 16.9
Entry(445): State: Georgia, Total Pop: 8978, County: Terrell County, Income: 32219, Poverty: 35.3
Entry(446): State: Georgia, Total Pop: 6752, County: Treutlen County, Income: 39375, Poverty: 21.0
Entry(447): State: Georgia, Total Pop: 26241, County: Upson County, Income: 35375, Poverty: 22.7
Entry(448): State: Georgia, Total Pop: 20506, County: Washington County, Income: 38097, Poverty: 27.1
Entry(449): State: Georgia, Total Pop: 103963, County: Whitfield County, Income: 43871, Poverty: 19.2
